split,chrom,start,end,bin_size,n_bins
train,chr8,47000000,48000000,10000,100
train,chr8,48000000,49000000,10000,100
train,chr8,49000000,50000000,10000,100
train,chr8,50000000,51000000,10000,100
train,chr8,51000000,52000000,10000,100
train,chr8,52000000,53000000,10000,100
train,chr8,53000000,54000000,10000,100
train,chr8,54000000,55000000,10000,100
train,chr8,55000000,56000000,10000,100
train,chr8,56000000,57000000,10000,100
train,chr8,57000000,58000000,10000,100
train,chr8,58000000,59000000,10000,100
train,chr8,59000000,60000000,10000,100
train,chr8,60000000,61000000,10000,100
train,chr8,61000000,62000000,10000,100
train,chr8,62000000,63000000,10000,100
train,chr8,63000000,64000000,10000,100
train,chr8,64000000,65000000,10000,100
train,chr8,65000000,66000000,10000,100
train,chr8,66000000,67000000,10000,100
train,chr8,67000000,68000000,10000,100
train,chr8,68000000,69000000,10000,100
train,chr8,69000000,70000000,10000,100
train,chr8,70000000,71000000,10000,100
train,chr8,71000000,72000000,10000,100
train,chr8,72000000,73000000,10000,100
train,chr8,73000000,74000000,10000,100
train,chr8,74000000,75000000,10000,100
train,chr8,75000000,76000000,10000,100
train,chr8,76000000,77000000,10000,100
train,chr8,77000000,78000000,10000,100
train,chr8,78000000,79000000,10000,100
train,chr8,79000000,80000000,10000,100
train,chr8,80000000,81000000,10000,100
train,chr8,81000000,82000000,10000,100
train,chr8,82000000,83000000,10000,100
train,chr8,83000000,84000000,10000,100
train,chr8,84000000,85000000,10000,100
train,chr8,85000000,86000000,10000,100
train,chr8,86000000,87000000,10000,100
train,chr8,87000000,88000000,10000,100
train,chr8,88000000,89000000,10000,100
train,chr8,89000000,90000000,10000,100
train,chr8,90000000,91000000,10000,100
train,chr8,91000000,92000000,10000,100
train,chr8,92000000,93000000,10000,100
train,chr8,93000000,94000000,10000,100
train,chr8,94000000,95000000,10000,100
train,chr8,95000000,96000000,10000,100
train,chr8,96000000,97000000,10000,100
train,chr8,97000000,98000000,10000,100
train,chr8,98000000,99000000,10000,100
train,chr8,99000000,100000000,10000,100
train,chr8,100000000,101000000,10000,100
train,chr8,101000000,102000000,10000,100
train,chr8,102000000,103000000,10000,100
train,chr8,103000000,104000000,10000,100
train,chr8,104000000,105000000,10000,100
train,chr8,105000000,106000000,10000,100
train,chr8,106000000,107000000,10000,100
train,chr8,107000000,108000000,10000,100
train,chr8,108000000,109000000,10000,100
train,chr8,109000000,110000000,10000,100
train,chr8,110000000,111000000,10000,100
train,chr8,111000000,112000000,10000,100
train,chr8,112000000,113000000,10000,100
train,chr8,113000000,114000000,10000,100
train,chr8,114000000,115000000,10000,100
train,chr8,115000000,116000000,10000,100
train,chr8,116000000,117000000,10000,100
train,chr8,117000000,118000000,10000,100
train,chr8,118000000,119000000,10000,100
train,chr8,119000000,120000000,10000,100
train,chr8,120000000,121000000,10000,100
train,chr8,121000000,122000000,10000,100
train,chr8,122000000,123000000,10000,100
train,chr8,123000000,124000000,10000,100
train,chr8,124000000,125000000,10000,100
train,chr8,125000000,126000000,10000,100
train,chr8,126000000,127000000,10000,100
train,chr8,127000000,128000000,10000,100
train,chr8,128000000,129000000,10000,100
train,chr8,129000000,130000000,10000,100
train,chr8,130000000,131000000,10000,100
train,chr8,131000000,132000000,10000,100
train,chr8,132000000,133000000,10000,100
train,chr8,133000000,134000000,10000,100
train,chr8,134000000,135000000,10000,100
train,chr8,135000000,136000000,10000,100
train,chr8,136000000,137000000,10000,100
train,chr8,137000000,138000000,10000,100
train,chr8,138000000,139000000,10000,100
train,chr8,139000000,140000000,10000,100
train,chr8,140000000,141000000,10000,100
train,chr8,141000000,142000000,10000,100
train,chr8,142000000,143000000,10000,100
train,chr8,143000000,144000000,10000,100
train,chr8,144000000,145000000,10000,100
val,chr10,0,1000000,10000,100
val,chr10,1000000,2000000,10000,100
val,chr10,2000000,3000000,10000,100
val,chr10,3000000,4000000,10000,100
val,chr10,4000000,5000000,10000,100
val,chr10,5000000,6000000,10000,100
val,chr10,6000000,7000000,10000,100
val,chr10,7000000,8000000,10000,100
val,chr10,8000000,9000000,10000,100
val,chr10,9000000,10000000,10000,100
val,chr10,10000000,11000000,10000,100
val,chr10,11000000,12000000,10000,100
val,chr10,12000000,13000000,10000,100
val,chr10,13000000,14000000,10000,100
val,chr10,14000000,15000000,10000,100
val,chr10,15000000,16000000,10000,100
val,chr10,16000000,17000000,10000,100
val,chr10,17000000,18000000,10000,100
val,chr10,18000000,19000000,10000,100
val,chr10,19000000,20000000,10000,100
val,chr10,20000000,21000000,10000,100
val,chr10,21000000,22000000,10000,100
val,chr10,22000000,23000000,10000,100
val,chr10,23000000,24000000,10000,100
val,chr10,24000000,25000000,10000,100
val,chr10,25000000,26000000,10000,100
val,chr10,26000000,27000000,10000,100
val,chr10,27000000,28000000,10000,100
val,chr10,28000000,29000000,10000,100
val,chr10,29000000,30000000,10000,100
val,chr10,30000000,31000000,10000,100
val,chr10,31000000,32000000,10000,100
val,chr10,32000000,33000000,10000,100
val,chr10,33000000,34000000,10000,100
val,chr10,34000000,35000000,10000,100
val,chr10,35000000,36000000,10000,100
val,chr10,36000000,37000000,10000,100
val,chr10,37000000,38000000,10000,100
val,chr10,38000000,39000000,10000,100
val,chr10,39000000,40000000,10000,100
val,chr10,40000000,41000000,10000,100
val,chr10,41000000,42000000,10000,100
val,chr10,42000000,43000000,10000,100
val,chr10,43000000,44000000,10000,100
val,chr10,44000000,45000000,10000,100
val,chr10,45000000,46000000,10000,100
val,chr10,46000000,47000000,10000,100
val,chr10,47000000,48000000,10000,100
val,chr10,48000000,49000000,10000,100
val,chr10,49000000,50000000,10000,100
val,chr10,50000000,51000000,10000,100
val,chr10,51000000,52000000,10000,100
val,chr10,52000000,53000000,10000,100
val,chr10,53000000,54000000,10000,100
val,chr10,54000000,55000000,10000,100
val,chr10,55000000,56000000,10000,100
val,chr10,56000000,57000000,10000,100
val,chr10,57000000,58000000,10000,100
val,chr10,58000000,59000000,10000,100
val,chr10,59000000,60000000,10000,100
val,chr10,60000000,61000000,10000,100
val,chr10,61000000,62000000,10000,100
val,chr10,62000000,63000000,10000,100
val,chr10,63000000,64000000,10000,100
val,chr10,64000000,65000000,10000,100
val,chr10,65000000,66000000,10000,100
val,chr10,66000000,67000000,10000,100
val,chr10,67000000,68000000,10000,100
val,chr10,68000000,69000000,10000,100
val,chr10,69000000,70000000,10000,100
val,chr10,70000000,71000000,10000,100
val,chr10,71000000,72000000,10000,100
val,chr10,72000000,73000000,10000,100
val,chr10,73000000,74000000,10000,100
val,chr10,74000000,75000000,10000,100
val,chr10,75000000,76000000,10000,100
val,chr10,76000000,77000000,10000,100
val,chr10,77000000,78000000,10000,100
val,chr10,78000000,79000000,10000,100
val,chr10,79000000,80000000,10000,100
val,chr10,80000000,81000000,10000,100
val,chr10,81000000,82000000,10000,100
val,chr10,82000000,83000000,10000,100
val,chr10,83000000,84000000,10000,100
val,chr10,84000000,85000000,10000,100
val,chr10,85000000,86000000,10000,100
val,chr10,86000000,87000000,10000,100
val,chr10,87000000,88000000,10000,100
val,chr10,88000000,89000000,10000,100
val,chr10,89000000,90000000,10000,100
val,chr10,90000000,91000000,10000,100
val,chr10,91000000,92000000,10000,100
val,chr10,92000000,93000000,10000,100
val,chr10,93000000,94000000,10000,100
val,chr10,94000000,95000000,10000,100
val,chr10,95000000,96000000,10000,100
val,chr10,96000000,97000000,10000,100
val,chr10,97000000,98000000,10000,100
val,chr10,98000000,99000000,10000,100
val,chr10,99000000,100000000,10000,100
val,chr10,100000000,101000000,10000,100
val,chr10,101000000,102000000,10000,100
val,chr10,102000000,103000000,10000,100
val,chr10,103000000,104000000,10000,100
val,chr10,104000000,105000000,10000,100
val,chr10,105000000,106000000,10000,100
val,chr10,106000000,107000000,10000,100
val,chr10,107000000,108000000,10000,100
val,chr10,108000000,109000000,10000,100
val,chr10,109000000,110000000,10000,100
val,chr10,110000000,111000000,10000,100
val,chr10,111000000,112000000,10000,100
val,chr10,112000000,113000000,10000,100
val,chr10,113000000,114000000,10000,100
val,chr10,114000000,115000000,10000,100
val,chr10,115000000,116000000,10000,100
val,chr10,116000000,117000000,10000,100
val,chr10,117000000,118000000,10000,100
val,chr10,118000000,119000000,10000,100
val,chr10,119000000,120000000,10000,100
val,chr10,120000000,121000000,10000,100
val,chr10,121000000,122000000,10000,100
val,chr10,122000000,123000000,10000,100
val,chr10,123000000,124000000,10000,100
val,chr10,124000000,125000000,10000,100
val,chr10,125000000,126000000,10000,100
val,chr10,126000000,127000000,10000,100
val,chr10,127000000,128000000,10000,100
val,chr10,128000000,129000000,10000,100
val,chr10,129000000,130000000,10000,100
val,chr10,130000000,131000000,10000,100
val,chr10,131000000,132000000,10000,100
val,chr10,132000000,133000000,10000,100
test,chr17,0,1000000,10000,100
test,chr17,1000000,2000000,10000,100
test,chr17,2000000,3000000,10000,100
test,chr17,3000000,4000000,10000,100
test,chr17,4000000,5000000,10000,100
test,chr17,5000000,6000000,10000,100
test,chr17,6000000,7000000,10000,100
test,chr17,7000000,8000000,10000,100
test,chr17,8000000,9000000,10000,100
test,chr17,9000000,10000000,10000,100
test,chr17,10000000,11000000,10000,100
test,chr17,11000000,12000000,10000,100
test,chr17,12000000,13000000,10000,100
test,chr17,13000000,14000000,10000,100
test,chr17,14000000,15000000,10000,100
test,chr17,15000000,16000000,10000,100
test,chr17,16000000,17000000,10000,100
test,chr17,17000000,18000000,10000,100
test,chr17,18000000,19000000,10000,100
test,chr17,19000000,20000000,10000,100
test,chr17,20000000,21000000,10000,100
test,chr17,21000000,22000000,10000,100
test,chr17,22000000,23000000,10000,100
test,chr17,23000000,24000000,10000,100
test,chr17,24000000,25000000,10000,100
test,chr17,25000000,26000000,10000,100
test,chr17,26000000,27000000,10000,100
test,chr17,27000000,28000000,10000,100
test,chr17,28000000,29000000,10000,100
test,chr17,29000000,30000000,10000,100
test,chr17,30000000,31000000,10000,100
test,chr17,31000000,32000000,10000,100
test,chr17,32000000,33000000,10000,100
test,chr17,33000000,34000000,10000,100
test,chr17,34000000,35000000,10000,100
test,chr17,35000000,36000000,10000,100
test,chr17,36000000,37000000,10000,100
test,chr17,37000000,38000000,10000,100
test,chr17,38000000,39000000,10000,100
test,chr17,39000000,40000000,10000,100
test,chr17,40000000,41000000,10000,100
test,chr17,41000000,42000000,10000,100
test,chr17,42000000,43000000,10000,100
test,chr17,43000000,44000000,10000,100
test,chr17,44000000,45000000,10000,100
test,chr17,45000000,46000000,10000,100
test,chr17,46000000,47000000,10000,100
test,chr17,47000000,48000000,10000,100
test,chr17,48000000,49000000,10000,100
test,chr17,49000000,50000000,10000,100
test,chr17,50000000,51000000,10000,100
test,chr17,51000000,52000000,10000,100
test,chr17,52000000,53000000,10000,100
test,chr17,53000000,54000000,10000,100
test,chr17,54000000,55000000,10000,100
test,chr17,55000000,56000000,10000,100
test,chr17,56000000,57000000,10000,100
test,chr17,57000000,58000000,10000,100
test,chr17,58000000,59000000,10000,100
test,chr17,59000000,60000000,10000,100
test,chr17,60000000,61000000,10000,100
test,chr17,61000000,62000000,10000,100
test,chr17,62000000,63000000,10000,100
test,chr17,63000000,64000000,10000,100
test,chr17,64000000,65000000,10000,100
test,chr17,65000000,66000000,10000,100
test,chr17,66000000,67000000,10000,100
test,chr17,67000000,68000000,10000,100
test,chr17,68000000,69000000,10000,100
test,chr17,69000000,70000000,10000,100
test,chr17,70000000,71000000,10000,100
test,chr17,71000000,72000000,10000,100
test,chr17,72000000,73000000,10000,100
test,chr17,73000000,74000000,10000,100
test,chr17,74000000,75000000,10000,100
test,chr17,75000000,76000000,10000,100
test,chr17,76000000,77000000,10000,100
test,chr17,77000000,78000000,10000,100
test,chr17,78000000,79000000,10000,100
test,chr17,79000000,80000000,10000,100
test,chr17,80000000,81000000,10000,100
test,chr17,81000000,82000000,10000,100
test,chr17,82000000,83000000,10000,100
